input_name,protein_type,precision,recall,f1,dev_percentage,sMAPE,mae,label_count,pred_count
TS_6_6,all,0.9,0.7552447552447552,0.8212927756653992,0.16083916083916083,0.08745247148288973,23,143,120
TS_6_6,beta-galactosidase,0.058333333333333334,0.6363636363636364,0.1068702290076336,9.909090909090908,0.8320610687022901,109,11,120
TS_6_6,ribosome,0.19166666666666668,1.0,0.3216783216783217,4.217391304347826,0.6783216783216783,97,23,120
TS_6_6,virus-like-particle,0.15833333333333333,1.0,0.2733812949640288,5.315789473684211,0.7266187050359713,101,19,120
TS_6_6,apo-ferritin,0.31666666666666665,0.926829268292683,0.4720496894409938,1.9268292682926829,0.4906832298136646,79,41,120
TS_6_6,thyroglobulin,0.25833333333333336,0.8857142857142857,0.4,2.4285714285714284,0.5483870967741935,85,35,120
TS_6_6,beta-amylase,0.075,0.6428571428571429,0.13432835820895522,7.571428571428571,0.7910447761194029,106,14,120
TS_69_2,all,0.9137931034482759,0.7412587412587412,0.8185328185328187,0.1888111888111888,0.10424710424710425,27,143,116
TS_69_2,beta-galactosidase,0.10344827586206896,0.75,0.18181818181818182,6.25,0.7575757575757576,100,16,116
TS_69_2,ribosome,0.31896551724137934,1.0,0.48366013071895425,2.135135135135135,0.5163398692810458,79,37,116
TS_69_2,virus-like-particle,0.07758620689655173,1.0,0.144,11.88888888888889,0.856,107,9,116
TS_69_2,apo-ferritin,0.2672413793103448,0.8857142857142857,0.4105960264900662,2.3142857142857145,0.5364238410596026,81,35,116
TS_69_2,thyroglobulin,0.2413793103448276,0.8235294117647058,0.37333333333333335,2.411764705882353,0.5466666666666666,82,34,116
TS_69_2,beta-amylase,0.0603448275862069,0.5833333333333334,0.10937500000000001,8.666666666666666,0.8125,104,12,116
TS_99_9,all,0.9322033898305084,0.7932692307692307,0.8571428571428572,0.14903846153846154,0.08051948051948052,31,208,177
TS_99_9,beta-galactosidase,0.1016949152542373,0.75,0.17910447761194032,6.375,0.7611940298507462,153,24,177
TS_99_9,ribosome,0.3672316384180791,1.0,0.5371900826446281,1.7230769230769232,0.4628099173553719,112,65,177
TS_99_9,virus-like-particle,0.07344632768361582,1.0,0.13684210526315788,12.615384615384615,0.8631578947368421,164,13,177
TS_99_9,apo-ferritin,0.2033898305084746,1.0,0.33802816901408456,3.9166666666666665,0.6619718309859155,141,36,177
TS_99_9,thyroglobulin,0.24858757062146894,0.8979591836734694,0.3893805309734513,2.6122448979591835,0.5663716814159292,128,49,177
TS_99_9,beta-amylase,0.0847457627118644,0.7142857142857143,0.15151515151515152,7.428571428571429,0.7878787878787878,156,21,177
TS_73_6,all,0.8972972972972973,0.7649769585253456,0.8258706467661691,0.14746543778801843,0.07960199004975124,32,217,185
TS_73_6,beta-galactosidase,0.05405405405405406,0.7142857142857143,0.10050251256281409,12.214285714285714,0.8592964824120602,171,14,185
TS_73_6,ribosome,0.24864864864864866,1.0,0.39826839826839827,3.0217391304347827,0.6017316017316018,139,46,185
TS_73_6,virus-like-particle,0.11351351351351352,0.9545454545454546,0.20289855072463772,7.409090909090909,0.7874396135265701,163,22,185
TS_73_6,apo-ferritin,0.4,0.7789473684210526,0.5285714285714286,0.9473684210526315,0.32142857142857145,90,95,185
TS_73_6,thyroglobulin,0.14054054054054055,0.9285714285714286,0.24413145539906103,5.607142857142857,0.7370892018779343,157,28,185
TS_73_6,beta-amylase,0.043243243243243246,0.6666666666666666,0.08121827411167513,14.416666666666666,0.8781725888324873,173,12,185
TS_6_4,all,0.9017341040462428,0.8082901554404145,0.8524590163934427,0.10362694300518134,0.0546448087431694,20,193,173
TS_6_4,beta-galactosidase,0.06358381502890173,0.9166666666666666,0.11891891891891891,13.416666666666666,0.8702702702702703,161,12,173
TS_6_4,ribosome,0.4277456647398844,1.0,0.5991902834008098,1.337837837837838,0.4008097165991903,99,74,173
TS_6_4,virus-like-particle,0.05202312138728324,0.9,0.09836065573770492,16.3,0.8907103825136612,163,10,173
TS_6_4,apo-ferritin,0.30057803468208094,0.896551724137931,0.45021645021645024,1.9827586206896552,0.49783549783549785,115,58,173
TS_6_4,thyroglobulin,0.12716763005780346,0.7333333333333333,0.2167487684729064,4.766666666666667,0.7044334975369458,143,30,173
TS_6_4,beta-amylase,0.04046242774566474,0.7777777777777778,0.07692307692307691,18.22222222222222,0.9010989010989011,164,9,173
TS_5_4,all,0.8207547169811321,0.6214285714285714,0.7073170731707317,0.24285714285714285,0.13821138211382114,34,140,106
TS_5_4,beta-galactosidase,0.07547169811320754,0.6666666666666666,0.13559322033898305,7.833333333333333,0.7966101694915254,94,12,106
TS_5_4,ribosome,0.2830188679245283,0.967741935483871,0.43795620437956206,2.4193548387096775,0.5474452554744526,75,31,106
TS_5_4,virus-like-particle,0.09433962264150944,0.9090909090909091,0.17094017094017094,8.636363636363637,0.811965811965812,95,11,106
TS_5_4,apo-ferritin,0.3018867924528302,0.6956521739130435,0.4210526315789474,1.3043478260869565,0.39473684210526316,60,46,106
TS_5_4,thyroglobulin,0.1320754716981132,0.4666666666666667,0.2058823529411765,2.533333333333333,0.5588235294117647,76,30,106
TS_5_4,beta-amylase,0.02830188679245283,0.3,0.05172413793103448,9.6,0.8275862068965517,96,10,106
TS_86_3,all,0.9322033898305084,0.7333333333333333,0.8208955223880597,0.21333333333333335,0.11940298507462686,48,225,177
TS_86_3,beta-galactosidase,0.096045197740113,0.7391304347826086,0.17,6.695652173913044,0.77,154,23,177
TS_86_3,ribosome,0.2994350282485876,0.9636363636363636,0.4568965517241379,2.2181818181818183,0.5258620689655172,122,55,177
TS_86_3,virus-like-particle,0.15819209039548024,0.9655172413793104,0.2718446601941748,5.103448275862069,0.7184466019417476,148,29,177
TS_86_3,apo-ferritin,0.3220338983050847,0.890625,0.4730290456431535,1.765625,0.46887966804979253,113,64,177
TS_86_3,thyroglobulin,0.192090395480226,0.7555555555555555,0.3063063063063063,2.933333333333333,0.5945945945945946,132,45,177
TS_86_3,beta-amylase,0.04519774011299435,0.8888888888888888,0.08602150537634408,18.666666666666668,0.9032258064516129,168,9,177
