input_name,protein_type,precision,recall,f1,dev_percentage,sMAPE,mae,label_count,pred_count
tomogram_0_24,all,1.0,0.714828897338403,0.8337028824833703,0.28517110266159695,0.1662971175166297,75,263,188
tomogram_0_24,beta-galactosidase,0.10638297872340426,1.0,0.1923076923076923,8.4,0.8076923076923077,168,20,188
tomogram_0_24,ribosome,0.3670212765957447,1.0,0.5369649805447471,1.7246376811594204,0.46303501945525294,119,69,188
tomogram_0_24,no_class,0.005319148936170213,0.04,0.009389671361502348,6.52,0.7652582159624414,163,25,188
tomogram_0_24,albumin,0.05319148936170213,0.47619047619047616,0.09569377990430622,7.9523809523809526,0.7990430622009569,167,21,188
tomogram_0_24,virus-like-particle,0.02127659574468085,1.0,0.04166666666666667,46.0,0.9583333333333334,184,4,188
tomogram_0_24,apo-ferritin,0.35638297872340424,1.0,0.5254901960784313,1.8059701492537314,0.4745098039215686,121,67,188
tomogram_0_24,thyroglobulin,0.14893617021276595,1.0,0.25925925925925924,5.714285714285714,0.7407407407407407,160,28,188
tomogram_0_24,beta-amylase,0.0851063829787234,0.5517241379310345,0.1474654377880184,5.482758620689655,0.7327188940092166,159,29,188
tomogram_0_13,all,1.0,0.7121212121212122,0.8318584070796461,0.2878787878787879,0.168141592920354,76,264,188
tomogram_0_13,beta-galactosidase,0.11170212765957446,1.0,0.20095693779904306,7.9523809523809526,0.7990430622009569,167,21,188
tomogram_0_13,ribosome,0.3670212765957447,1.0,0.5369649805447471,1.7246376811594204,0.46303501945525294,119,69,188
tomogram_0_13,no_class,0.005319148936170213,0.04,0.009389671361502348,6.52,0.7652582159624414,163,25,188
tomogram_0_13,albumin,0.047872340425531915,0.42857142857142855,0.0861244019138756,7.9523809523809526,0.7990430622009569,167,21,188
tomogram_0_13,virus-like-particle,0.026595744680851064,1.0,0.05181347150259067,36.6,0.9481865284974094,183,5,188
tomogram_0_13,apo-ferritin,0.35638297872340424,1.0,0.5254901960784313,1.8059701492537314,0.4745098039215686,121,67,188
tomogram_0_13,thyroglobulin,0.14893617021276595,0.9655172413793104,0.25806451612903225,5.482758620689655,0.7327188940092166,159,29,188
tomogram_0_13,beta-amylase,0.07446808510638298,0.5185185185185185,0.13023255813953488,5.962962962962963,0.7488372093023256,161,27,188
tomogram_0_17,all,0.9947916666666666,0.7126865671641791,0.8304347826086956,0.2835820895522388,0.16521739130434782,76,268,192
tomogram_0_17,beta-galactosidase,0.109375,1.0,0.19718309859154928,8.142857142857142,0.8028169014084507,171,21,192
tomogram_0_17,ribosome,0.3541666666666667,1.0,0.5230769230769231,1.8235294117647058,0.47692307692307695,124,68,192
tomogram_0_17,no_class,0,0,0,6.68,0.7695852534562212,167,25,192
tomogram_0_17,albumin,0.06770833333333333,0.6190476190476191,0.1220657276995305,8.142857142857142,0.8028169014084507,171,21,192
tomogram_0_17,virus-like-particle,0.026041666666666668,1.0,0.050761421319796954,37.4,0.949238578680203,187,5,192
tomogram_0_17,apo-ferritin,0.3489583333333333,1.0,0.5173745173745173,1.8656716417910448,0.4826254826254826,125,67,192
tomogram_0_17,thyroglobulin,0.15625,1.0,0.2702702702702703,5.4,0.7297297297297297,162,30,192
tomogram_0_17,beta-amylase,0.07291666666666667,0.45161290322580644,0.12556053811659193,5.193548387096774,0.7219730941704036,161,31,192
tomogram_0_9,all,1.0,0.7192307692307692,0.8366890380313199,0.28076923076923077,0.16331096196868009,73,260,187
tomogram_0_9,beta-galactosidase,0.11229946524064172,1.0,0.20192307692307693,7.904761904761905,0.7980769230769231,166,21,187
tomogram_0_9,ribosome,0.36363636363636365,1.0,0.5333333333333333,1.75,0.4666666666666667,119,68,187
tomogram_0_9,no_class,0.0106951871657754,0.08,0.018867924528301886,6.48,0.7641509433962265,162,25,187
tomogram_0_9,albumin,0.058823529411764705,0.5238095238095238,0.10576923076923077,7.904761904761905,0.7980769230769231,166,21,187
tomogram_0_9,virus-like-particle,0.0213903743315508,1.0,0.0418848167539267,45.75,0.9581151832460733,183,4,187
tomogram_0_9,apo-ferritin,0.35294117647058826,0.9850746268656716,0.5196850393700787,1.791044776119403,0.47244094488188976,120,67,187
tomogram_0_9,thyroglobulin,0.1497326203208556,1.0,0.26046511627906976,5.678571428571429,0.7395348837209302,159,28,187
tomogram_0_9,beta-amylase,0.08021390374331551,0.5769230769230769,0.14084507042253522,6.1923076923076925,0.755868544600939,161,26,187
tomogram_0_28,all,1.0,0.7254901960784313,0.8409090909090908,0.27450980392156865,0.1590909090909091,70,255,185
tomogram_0_28,beta-galactosidase,0.10810810810810811,0.9523809523809523,0.1941747572815534,7.809523809523809,0.7961165048543689,164,21,185
tomogram_0_28,ribosome,0.3621621621621622,1.0,0.5317460317460317,1.7611940298507462,0.46825396825396826,118,67,185
tomogram_0_28,no_class,0,0,0,6.4,0.7619047619047619,160,25,185
tomogram_0_28,albumin,0.07027027027027027,0.6190476190476191,0.12621359223300974,7.809523809523809,0.7961165048543689,164,21,185
tomogram_0_28,virus-like-particle,0.021621621621621623,1.0,0.04232804232804233,45.25,0.9576719576719577,181,4,185
tomogram_0_28,apo-ferritin,0.3621621621621622,1.0,0.5317460317460317,1.7611940298507462,0.46825396825396826,118,67,185
tomogram_0_28,thyroglobulin,0.14594594594594595,1.0,0.25471698113207547,5.851851851851852,0.7452830188679245,158,27,185
tomogram_0_28,beta-amylase,0.07567567567567568,0.6086956521739131,0.13461538461538464,7.043478260869565,0.7788461538461539,162,23,185
tomogram_0_2,all,1.0,0.7297297297297297,0.8437499999999999,0.2702702702702703,0.15625,70,259,189
tomogram_0_2,beta-galactosidase,0.1111111111111111,1.0,0.19999999999999998,8.0,0.8,168,21,189
tomogram_0_2,ribosome,0.3544973544973545,1.0,0.5234375,1.8208955223880596,0.4765625,122,67,189
tomogram_0_2,no_class,0.010582010582010581,0.08,0.018691588785046728,6.56,0.7663551401869159,164,25,189
tomogram_0_2,albumin,0.0582010582010582,0.5238095238095238,0.10476190476190475,8.0,0.8,168,21,189
tomogram_0_2,virus-like-particle,0.021164021164021163,1.0,0.04145077720207253,46.25,0.9585492227979274,185,4,189
tomogram_0_2,apo-ferritin,0.3544973544973545,1.0,0.5234375,1.8208955223880596,0.4765625,122,67,189
tomogram_0_2,thyroglobulin,0.15873015873015872,1.0,0.27397260273972607,5.3,0.726027397260274,159,30,189
tomogram_0_2,beta-amylase,0.07407407407407407,0.5833333333333334,0.13145539906103285,6.875,0.7746478873239436,165,24,189
tomogram_0_15,all,1.0,0.7205882352941176,0.8376068376068375,0.27941176470588236,0.1623931623931624,76,272,196
tomogram_0_15,beta-galactosidase,0.10714285714285714,1.0,0.19354838709677416,8.333333333333334,0.8064516129032258,175,21,196
